assigned_hub,cum_reactions,n_reagents,named_reaction,parent,reactions_added,reagents,reward,smiles,step,template_id
NCCc1ccccc1N(C1CC1)C1CN(CCN)C1,314,1,Pictet-Spengler cyclisation,NCCc1ccccc1N(C1CC1)C1CN(CCN)C1,4,O=Cc1c[nH]c2ccc(Br)cc12,1.0,NCCN1CC(N(c2cccc3c2CCNC3c2c[nH]c3ccc(Br)cc23)C2CC2)C1,84,144
C#Cc1ccccc1CCN(Cc1c[nH]c2cc(Br)ccc12)CC1CCN1,318,1,Reductive amination (aldehyde),C#Cc1ccccc1CCN(Cc1c[nH]c2cc(Br)ccc12)CC1CCN1,4,CCC=O,1.0,C#Cc1ccccc1CCN(Cc1c[nH]c2cc(Br)ccc12)CC1CCN1CCC,85,70
C=CC1c2ccccc2CCN1CCCNC1CCC1,322,1,Reductive amination (aldehyde),C=CC1c2ccccc2CCN1CCCNC1CCC1,4,O=Cc1c[nH]c2ccc(Br)cc12,1.0,C=CC1c2ccccc2CCN1CCCN(Cc1c[nH]c2ccc(Br)cc12)C1CCC1,86,70
CCCN1CCN(c2cc(F)ccc2C(CCl)NCCc2c[nH]c3ccccc23)CC1,326,1,Reductive amination (aldehyde),CCCN1CCN(c2cc(F)ccc2C(CCl)NCCc2c[nH]c3ccccc23)CC1,4,CCC=O,1.0,CCCN1CCN(c2cc(F)ccc2C(CCl)N(CCC)CCc2c[nH]c3ccccc23)CC1,87,70
O=Cc1cccc(N2CCN(CCNCC3CCN3)CC2)c1,329,1,Reductive amination (aldehyde),O=Cc1cccc(N2CCN(CCNCC3CCN3)CC2)c1,3,O=Cc1c[nH]c2cc(Br)ccc12,1.0,O=Cc1cccc(N2CCN(CCNCC3CCN3Cc3c[nH]c4cc(Br)ccc34)CC2)c1,88,70
CNCCN(CC1NCCc2c(OC)cccc21)C1CC1,333,1,Reductive amination (aldehyde),CNCCN(CC1NCCc2c(OC)cccc21)C1CC1,4,O=Cc1c[nH]c2ccc(Br)cc12,1.0,COc1cccc2c1CCNC2CN(CCN(C)Cc1c[nH]c2ccc(Br)cc12)C1CC1,89,70
Oc1cccc2c1CCN(CC1CCCN1)C2c1c[nH]c2ccc(Br)cc12,337,1,Direct acid -> amine (reductive),Oc1cccc2c1CCN(C[C@H]1CCCN1)C2c1c[nH]c2ccc(Br)cc12,4,O=C(O)C1CCN1,1.0,Oc1cccc2c1CCN(CC1CCCN1CC1CCN1)C2c1c[nH]c2ccc(Br)cc12,90,139
Brc1ccc2[nH]cc(CNCCCN3CCCC(Nc4ccccn4)C3)c2c1,341,1,Reductive amination (aldehyde),Brc1ccc2[nH]cc(CNCCCN3CCCC(Nc4ccccn4)C3)c2c1,4,CCC=O,1.0,CCCN(c1ccccn1)C1CCCN(CCCNCc2c[nH]c3ccc(Br)cc23)C1,91,70
Brc1ccc2[nH]cc(CN3CCC(c4nc5cccc(Br)c5o4)CC3)c2c1,344,1,Buchwald-Hartwig amination,Brc1ccc2[nH]cc(CN3CCC(c4nc5cccc(Br)c5o4)CC3)c2c1,3,NCCN1CCNCC1,1.0,NCCN1CCN(c2cccc3nc(C4CCN(Cc5c[nH]c6ccc(Br)cc56)CC4)oc23)CC1,92,115
CN(CCN(c1ccc(Br)cc1)C1CCNC1)Cc1c[nH]c2cc(Br)ccc12,348,1,Reductive amination (aldehyde),CN(CCN(c1ccc(Br)cc1)C1CCNC1)Cc1c[nH]c2cc(Br)ccc12,4,CCC=O,1.0,CCCN1CCC(N(CCN(C)Cc2c[nH]c3cc(Br)ccc23)c2ccc(Br)cc2)C1,93,70
COc1ccccc1CCN(CC1(N)CCC1)C1CN(Cc2c[nH]c3cc(Br)ccc23)C1,352,0,Functional-group interconversion (Br -> I),COc1ccccc1CCN(CC1(N)CCC1)C1CN(Cc2c[nH]c3cc(Br)ccc23)C1,4,,1.0,COc1ccccc1CCN(CC1(N)CCC1)C1CN(Cc2c[nH]c3cc(I)ccc23)C1,94,166
CN(CCC1NCCc2ccccc21)CC(=O)O,356,1,Direct acid -> amine (reductive),CN(CCC1NCCc2ccccc21)CC(=O)O,4,C=CCNc1ccc(Br)cc1O,1.0,C=CCN(CCN(C)CCC1NCCc2ccccc21)c1ccc(Br)cc1O,95,138
Brc1ccc2c(CN3CCC3CN(CCc3ccccc3Br)CC3CCN3)c[nH]c2c1,360,0,Functional-group interconversion (Br -> Sh),Brc1ccc2c(CN3CCC3CN(CCc3ccccc3Br)CC3CCN3)c[nH]c2c1,4,,1.0,Sc1ccccc1CCN(CC1CCN1)CC1CCN1Cc1c[nH]c2cc(Br)ccc12,96,171
CN(CCC1c2ccccc2CCN1Cc1c[nH]c2cc(Br)ccc12)CC(=O)O,364,1,Direct acid -> amine (reductive),CN(CCC1c2ccccc2CCN1Cc1c[nH]c2cc(Br)ccc12)CC(=O)O,4,NC1CC1,1.0,CN(CCNC1CC1)CCC1c2ccccc2CCN1Cc1c[nH]c2cc(Br)ccc12,97,136
NCCc1ccccc1N(C1CCC1)C1CNC1,367,1,Reductive amination (aldehyde),NCCc1ccccc1N(C1CCC1)C1CNC1,3,O=Cc1c[nH]c2cc(Br)ccc12,1.0,NCCc1ccccc1N(C1CCC1)C1CN(Cc2c[nH]c3cc(Br)ccc23)C1,98,70
C=CC1c2ccccc2CCN1C1CCN(Cc2c[nH]c3ccc(Br)cc23)C1,371,0,Functional-group interconversion (Br -> Cl),C=CC1c2ccccc2CCN1C1CCN(Cc2c[nH]c3ccc(Br)cc23)C1,4,,1.0,C=CC1c2ccccc2CCN1C1CCN(Cc2c[nH]c3ccc(Cl)cc23)C1,99,165
NCCN1CCCC(NCCc2ccc(O)cc2)C1,374,1,Reductive amination (aldehyde),NCCN1CCCC(NCCc2ccc(O)cc2)C1,3,O=Cc1c[nH]c2ccc(F)cc12,1.0,NCCN1CCCC(N(CCc2ccc(O)cc2)Cc2c[nH]c3ccc(F)cc23)C1,100,70
COc1ccccc1CCN(CCN)CC1CCN1,377,1,Reductive amination (aldehyde),COc1ccccc1CCN(CCN)CC1CCN1,3,O=Cc1c[nH]c2cc(Br)ccc12,1.0,COc1ccccc1CCN(CCNCc1c[nH]c2cc(Br)ccc12)CC1CCN1,101,68
Oc1ccc(F)cc1NCC1c2ccccc2CCN1C1CCNC1,381,1,Pictet-Spengler cyclisation,Oc1ccc(F)cc1NCC1c2ccccc2CCN1C1CCNC1,4,CCC=O,1.0,CCC1c2cccc3c2C(CN1c1cc(F)ccc1O)N(C1CCNC1)CC3,102,144
CNCCN(c1cccc2cc[nH]c12)C1CCCN(Cc2cccc(Br)c2)C1,385,1,Reductive amination (ketone),CNCCN(c1cccc2cc[nH]c12)C1CCCN(Cc2cccc(Br)c2)C1,4,O=C1CCC1,1.0,CN(CCN(c1cccc2cc[nH]c12)C1CCCN(Cc2cccc(Br)c2)C1)C1CCC1,103,74
O=C1CCN(CCC2NCCc3c(Br)cccc32)C1,388,1,Reductive amination (aldehyde),O=C1CCN(CCC2NCCc3c(Br)cccc32)C1,3,O=Cc1c[nH]c2cc(Br)ccc12,1.0,O=C1CCN(CCC2c3cccc(Br)c3CCN2Cc2c[nH]c3cc(Br)ccc23)C1,104,70
NCCN1CCCC1CN(Cc1c[nH]c2cc(Br)ccc12)c1ccc(Br)cc1O,392,1,Sonogashira coupling,NCCN1CCC[C@@H]1CN(Cc1c[nH]c2cc(Br)ccc12)c1ccc(Br)cc1O,4,C#C,1.0,C#Cc1ccc2c(CN(CC3CCCN3CCN)c3ccc(Br)cc3O)c[nH]c2c1,105,121
CN(CCN(CC1CCN1)c1ccccc1O)Cc1c[nH]c2ccc(Br)cc12,396,1,Direct acid -> amine (reductive),CN(CCN(CC1CCN1)c1ccccc1O)Cc1c[nH]c2ccc(Br)cc12,4,NCC(=O)O,1.0,CN(CCN(CC1CCN1CCN)c1ccccc1O)Cc1c[nH]c2ccc(Br)cc12,106,139
Oc1ccc(CCN(Cc2c[nH]c3ccc(Br)cc23)CC2CCN2CC2CCN2)cc1,400,0,Functional-group interconversion (Br -> I),Oc1ccc(CCN(Cc2c[nH]c3ccc(Br)cc23)CC2CCN2CC2CCN2)cc1,4,,1.0,Oc1ccc(CCN(Cc2c[nH]c3ccc(I)cc23)CC2CCN2CC2CCN2)cc1,107,166
Oc1ccc2c(c1)C(CCN1CCCC(Nc3ccc(Br)cc3)C1)NCC2,404,1,Direct acid -> amine (reductive),Oc1ccc2c(c1)C(CCN1CCCC(Nc3ccc(Br)cc3)C1)NCC2,4,NCC(=O)O,1.0,NCCN(c1ccc(Br)cc1)C1CCCN(CCC2NCCc3ccc(O)cc32)C1,108,139
Oc1ccc(CCN(CCCNC2CC2)Cc2c[nH]c3ccc(F)cc23)cc1,408,1,Direct acid -> amine (reductive),Oc1ccc(CCN(CCCNC2CC2)Cc2c[nH]c3ccc(F)cc23)cc1,4,O=C(O)C1CCN1,1.0,Oc1ccc(CCN(CCCN(CC2CCN2)C2CC2)Cc2c[nH]c3ccc(F)cc23)cc1,109,139
CN(CCNc1ccccc1S)C1CCCN(CCC=O)C1,412,1,Reductive amination (aldehyde),CN(CCNc1ccccc1S)C1CCCN(CCC=O)C1,4,O=Cc1c[nH]c2ccc(F)cc12,1.0,CN(CCN(Cc1c[nH]c2ccc(F)cc12)c1ccccc1S)C1CCCN(CCC=O)C1,110,70
NCCCN1CCCC1CN1CCc2ccccc2C1c1c[nH]c2cc(Br)ccc12,416,0,Functional-group interconversion (Br -> Cl),NCCCN1CCC[C@@H]1CN1CCc2ccccc2C1c1c[nH]c2cc(Br)ccc12,4,,1.0,NCCCN1CCCC1CN1CCc2ccccc2C1c1c[nH]c2cc(Cl)ccc12,111,165
COc1ccccc1CCN(Cc1c[nH]c2cc(Br)ccc12)CC1CCN1CCCN,420,0,Functional-group interconversion (Br -> I),COc1ccccc1CCN(Cc1c[nH]c2cc(Br)ccc12)CC1CCN1CCCN,4,,1.0,COc1ccccc1CCN(Cc1c[nH]c2cc(I)ccc12)CC1CCN1CCCN,112,166
c1ccc(CCNCC2CCN(C3CNC3)CC2)cc1,423,1,Pictet-Spengler cyclisation,c1ccc(CCNCC2CCN(C3CNC3)CC2)cc1,3,O=Cc1c[nH]c2ccc(F)cc12,1.0,Fc1ccc2[nH]cc(C3c4ccccc4CCN3CC3CCN(C4CNC4)CC3)c2c1,113,144
COc1cccc2c1CCNC2CN1CCCC1CNc1cc(Br)ccc1O,427,1,Reductive amination (aldehyde),COc1cccc2c1CCNC2CN1CCC[C@H]1CNc1cc(Br)ccc1O,4,CCC=O,1.0,CCCN1CCc2c(OC)cccc2C1CN1CCCC1CNc1cc(Br)ccc1O,114,70
COc1ccccc1CNC1CCCN(CC2CCN2Cc2c[nH]c3cc(Br)ccc23)C1,431,0,Functional-group interconversion (Br -> I),COc1ccccc1CNC1CCCN(CC2CCN2Cc2c[nH]c3cc(Br)ccc23)C1,4,,1.0,COc1ccccc1CNC1CCCN(CC2CCN2Cc2c[nH]c3cc(I)ccc23)C1,115,166
Brc1ccc2c(CN(CCc3ccccc3NC3CC3)C3CNC3)c[nH]c2c1,435,1,Direct acid -> amine (reductive),Brc1ccc2c(CN(CCc3ccccc3NC3CC3)C3CNC3)c[nH]c2c1,4,NCC(=O)O,1.0,NCCN(c1ccccc1CCN(Cc1c[nH]c2cc(Br)ccc12)C1CNC1)C1CC1,116,139
CCCN(CCc1ccc(O)cc1)C1CCN(Cc2c[nH]c3ccc(Br)cc23)C1,439,0,Functional-group interconversion (Br -> Cl),CCCN(CCc1ccc(O)cc1)C1CCN(Cc2c[nH]c3ccc(Br)cc23)C1,4,,1.0,CCCN(CCc1ccc(O)cc1)C1CCN(Cc2c[nH]c3ccc(Cl)cc23)C1,117,165
CCCN1CCCC1CN(CCc1ccc(O)cc1)Cc1c[nH]c2cc(Br)ccc12,443,0,Functional-group interconversion (Br -> Cl),CCCN1CCC[C@H]1CN(CCc1ccc(O)cc1)Cc1c[nH]c2cc(Br)ccc12,4,,1.0,CCCN1CCCC1CN(CCc1ccc(O)cc1)Cc1c[nH]c2cc(Cl)ccc12,118,165
NCCCN1CC(N(c2ccc3[nH]cc(C=O)c3c2)C2CC2)C1,447,1,Direct acid -> amine (reductive),NCCCN1CC(N(c2ccc3[nH]cc(C=O)c3c2)C2CC2)C1,4,O=C(O)c1ccc(F)cc1,1.0,O=Cc1c[nH]c2ccc(N(C3CC3)C3CN(CCCNCc4ccc(F)cc4)C3)cc12,119,137
CN(CCC=O)CCN(CCCN)CCc1c[nH]c2ccccc12,451,1,Direct acid -> amine (reductive),CN(CCC=O)CCN(CCCN)CCc1c[nH]c2ccccc12,4,O=C(O)c1ccc(F)cc1,1.0,CN(CCC=O)CCN(CCCNCc1ccc(F)cc1)CCc1c[nH]c2ccccc12,120,137
Brc1ccccc1CCN(CCC1NCCc2c(Br)cccc21)C1CNC1,455,0,Functional-group interconversion (Br -> Oh),Brc1ccccc1CCN(CCC1NCCc2c(Br)cccc21)C1CNC1,4,,1.0,Oc1cccc2c1CCNC2CCN(CCc1ccccc1Br)C1CNC1,121,162
Brc1ccc2c(C3c4cccc5c4C(CN3C3CC3)NCC5)c[nH]c2c1,459,1,Direct acid -> amine (reductive),Brc1ccc2c(C3c4cccc5c4C(CN3C3CC3)NCC5)c[nH]c2c1,4,O=C(O)C1CCN1,1.0,Brc1ccc2c(C3c4cccc5c4C(CN3C3CC3)N(CC3CCN3)CC5)c[nH]c2c1,122,139
CCCN(CCc1ccccc1OC)Cc1c[nH]c2cc(I)ccc12,463,1,Buchwald-Hartwig amination,CCCN(CCc1ccccc1OC)Cc1c[nH]c2cc(I)ccc12,4,NCCN1CCNCC1,1.0,CCCN(CCc1ccccc1OC)Cc1c[nH]c2cc(N3CCN(CCN)CC3)ccc12,123,111
C=CC1c2cc(O)ccc2CCN1CC1CCCN1,466,1,Reductive amination (aldehyde),C=CC1c2cc(O)ccc2CCN1C[C@@H]1CCCN1,3,O=Cc1c[nH]c2ccc(F)cc12,1.0,C=CC1c2cc(O)ccc2CCN1CC1CCCN1Cc1c[nH]c2ccc(F)cc12,124,70
Oc1ccc(F)cc1N(CCCNC1CNC1)Cc1c[nH]c2ccc(F)cc12,470,1,Reductive amination (aldehyde),Oc1ccc(F)cc1N(CCCNC1CNC1)Cc1c[nH]c2ccc(F)cc12,4,CCC=O,1.0,CCCN(CCCN(Cc1c[nH]c2ccc(F)cc12)c1cc(F)ccc1O)C1CNC1,125,70
NCCCN1CCCC(N(Cc2c[nH]c3cc(Br)ccc23)c2ccc(Br)cc2)C1,474,0,Functional-group interconversion (Br -> Oh),NCCCN1CCCC(N(Cc2c[nH]c3cc(Br)ccc23)c2ccc(Br)cc2)C1,4,,1.0,NCCCN1CCCC(N(Cc2c[nH]c3cc(O)ccc23)c2ccc(Br)cc2)C1,126,162
c1cc(NC2CCCN(CC3CCCN3)C2)c2[nH]ccc2c1,477,1,Reductive amination (ketone),c1cc(NC2CCCN(C[C@@H]3CCCN3)C2)c2[nH]ccc2c1,3,O=C(CCl)c1ccc(Br)cc1,1.0,ClCC(c1ccc(Br)cc1)N(c1cccc2cc[nH]c12)C1CCCN(CC2CCCN2)C1,127,74
O=C(O)CNC1CCC1,481,1,Direct acid -> amine (reductive),O=C(O)CNC1CCC1,4,COc1cccc2c1CCNC2c1c[nH]c2cc(Cl)ccc12,1.0,COc1cccc2c1CCN(CCNC1CCC1)C2c1c[nH]c2cc(Cl)ccc12,128,138
CNCCN(CC1CCCN1C(CCl)c1ccc(F)cc1)c1cccc2cc[nH]c12,485,1,Reductive amination (aldehyde),CNCCN(C[C@@H]1CCCN1C(CCl)c1ccc(F)cc1)c1cccc2cc[nH]c12,4,CCC=O,1.0,CCCN(C)CCN(CC1CCCN1C(CCl)c1ccc(F)cc1)c1cccc2cc[nH]c12,129,70
CNCCN1CCC1CNCCc1ccc(O)cc1,488,1,Reductive amination (aldehyde),CNCCN1CCC1CNCCc1ccc(O)cc1,3,O=Cc1c[nH]c2ccc(Br)cc12,1.0,CN(CCN1CCC1CNCCc1ccc(O)cc1)Cc1c[nH]c2ccc(Br)cc12,130,70
C#Cc1cccc(N(Cc2c[nH]c3ccc(Br)cc23)C2CCCNC2)c1O,492,1,Direct acid -> amine (reductive),C#Cc1cccc(N(Cc2c[nH]c3ccc(Br)cc23)C2CCCNC2)c1O,4,O=C(O)C1CCN1,1.0,C#Cc1cccc(N(Cc2c[nH]c3ccc(Br)cc23)C2CCCN(CC3CCN3)C2)c1O,131,139
Nc1cccc(Br)c1N(CC1CCCN1)CC1NCCc2ccc(O)cc21,496,1,Reductive amination (aldehyde),Nc1cccc(Br)c1N(CC1NCCc2ccc(O)cc21)C[C@H]1CCCN1,4,CCC=O,1.0,CCCN1CCCC1CN(CC1NCCc2ccc(O)cc21)c1c(N)cccc1Br,132,70
CN(CCN(c1ccc(Br)cc1O)C1CNC1)Cc1c[nH]c2ccc(Br)cc12,500,1,Direct acid -> amine (reductive),CN(CCN(c1ccc(Br)cc1O)C1CNC1)Cc1c[nH]c2ccc(Br)cc12,4,O=C(O)C1CCN1,1.0,CN(CCN(c1ccc(Br)cc1O)C1CN(CC2CCN2)C1)Cc1c[nH]c2ccc(Br)cc12,133,139
CCCN(CCc1ccccc1)Cc1c[nH]c2cc(N3CCNCC3)ccc12,504,1,Reductive amination (ketone),CCCN(CCc1ccccc1)Cc1c[nH]c2cc(N3CCNCC3)ccc12,4,O=C1CCC1,1.0,CCCN(CCc1ccccc1)Cc1c[nH]c2cc(N3CCN(C4CCC4)CC3)ccc12,134,74
Nc1cc(N(CCN2CCC(=O)C2)Cc2c[nH]c3ccc(Br)cc23)ccc1O,508,1,Reductive amination (ketone),Nc1cc(N(CCN2CCC(=O)C2)Cc2c[nH]c3ccc(Br)cc23)ccc1O,4,NC1CC1,1.0,Nc1cc(N(CCN2CCC(NC3CC3)C2)Cc2c[nH]c3ccc(Br)cc23)ccc1O,135,73
Oc1ccccc1CCNC1CCN(CC2CCN2)C1,512,1,Pictet-Spengler cyclisation,Oc1ccccc1CCNC1CCN(CC2CCN2)C1,4,O=Cc1c[nH]c2cc(Br)ccc12,1.0,Oc1cccc2c1CCN(C1CCN(CC3CCN3)C1)C2c1c[nH]c2cc(Br)ccc12,136,144
O=CCCN(CCNc1ccccc1O)C1CCNC1,516,1,Reductive amination (aldehyde),O=CCCN(CCNc1ccccc1O)C1CCNC1,4,O=Cc1c[nH]c2cc(Br)ccc12,1.0,O=CCCN(CCN(Cc1c[nH]c2cc(Br)ccc12)c1ccccc1O)C1CCNC1,137,70
CCC(CN1CCC1CNCCc1ccccc1OC)NCc1c[nH]c2ccc(Br)cc12,520,0,Functional-group interconversion (Br -> I),CC[C@@H](CN1CCC1CNCCc1ccccc1OC)NCc1c[nH]c2ccc(Br)cc12,4,,1.0,CCC(CN1CCC1CNCCc1ccccc1OC)NCc1c[nH]c2ccc(I)cc12,138,166
NCCN(c1ccccc1O)C1CCN(C2CCC2)C1,524,1,Reductive amination (aldehyde),NCCN(c1ccccc1O)C1CCN(C2CCC2)C1,4,O=Cc1c[nH]c2ccc(Br)cc12,1.0,Oc1ccccc1N(CCNCc1c[nH]c2ccc(Br)cc12)C1CCN(C2CCC2)C1,139,68
CCCN1CCC1CN(C)CCNc1ccc(C#N)cc1N,528,1,Reductive amination (aldehyde),CCCN1CCC1CN(C)CCNc1ccc(C#N)cc1N,4,O=Cc1c[nH]c2ccc(F)cc12,1.0,CCCN1CCC1CN(C)CCN(Cc1c[nH]c2ccc(F)cc12)c1ccc(C#N)cc1N,140,70
CN(CCN1CCC(NC2CC2)C1)c1ccccc1CCN,532,1,Pictet-Spengler cyclisation,CN(CCN1CCC(NC2CC2)C1)c1ccccc1CCN,4,O=Cc1c[nH]c2cc(Br)ccc12,1.0,CN(CCN1CCC(NC2CC2)C1)c1cccc2c1CCNC2c1c[nH]c2cc(Br)ccc12,141,144
O=C(O)C1CCN1Cc1ccc(F)cc1,535,1,Direct acid -> amine (reductive),O=C(O)C1CCN1Cc1ccc(F)cc1,3,Oc1ccc2[nH]cc(CCNC[C@@H]3CCCN3)c2c1,1.0,Oc1ccc2[nH]cc(CCNCC3CCCN3CC3CCN3Cc3ccc(F)cc3)c2c1,142,138
NCCCN(CCc1ccc(O)cc1)CC1CCN1Cc1c[nH]c2cc(Br)ccc12,539,0,Functional-group interconversion (Br -> I),NCCCN(CCc1ccc(O)cc1)CC1CCN1Cc1c[nH]c2cc(Br)ccc12,4,,1.0,NCCCN(CCc1ccc(O)cc1)CC1CCN1Cc1c[nH]c2cc(I)ccc12,143,166
Oc1ccc(CCN(CC2CCN2)C2CNC2)cc1,542,1,Direct acid -> amine (reductive),Oc1ccc(CCNC2CN(Cc3c[nH]c4ccc(Br)cc34)C2)cc1,3,O=C(O)C1CCN1,1.0,Oc1ccc(CCN(CC2CCN2)C2CN(Cc3c[nH]c4ccc(Br)cc34)C2)cc1,144,139
Sc1ccccc1N(CCCNCc1c[nH]c2ccc(Br)cc12)C1CCNC1,546,1,Reductive amination (aldehyde),Sc1ccccc1N(CCCNCc1c[nH]c2ccc(Br)cc12)C1CCNC1,4,CCC=O,1.0,CCCN(CCCN(c1ccccc1S)C1CCNC1)Cc1c[nH]c2ccc(Br)cc12,145,70
C=CC1c2ccccc2CCN1CC1CCN1CCCN,550,1,Reductive amination (aldehyde),C=CC1c2ccccc2CCN1CC1CCN1CCCN,4,O=Cc1c[nH]c2cc(Br)ccc12,1.0,C=CC1c2ccccc2CCN1CC1CCN1CCCNCc1c[nH]c2cc(Br)ccc12,146,68
Fc1ccc(CN(CCNc2cccc3cc[nH]c23)C2CC2)cc1,554,1,Reductive amination (ketone),Fc1ccc(CN(CCNc2cccc3cc[nH]c23)C2CC2)cc1,4,O=C1CNC1,1.0,Fc1ccc(CN(CCN(c2cccc3cc[nH]c23)C2CNC2)C2CC2)cc1,147,74
COc1cccc2c1CCNC2CCN1CCCC(Nc2cc(F)ccc2O)C1,558,1,Reductive amination (aldehyde),COc1cccc2c1CCNC2CCN1CCCC(Nc2cc(F)ccc2O)C1,4,CCC=O,1.0,CCCN(c1cc(F)ccc1O)C1CCCN(CCC2NCCc3c(OC)cccc32)C1,148,70
CCCN(C)CCN(CC1CCCN1)c1ccc(Br)cc1,562,1,Reductive amination (aldehyde),CCCN(C)CCN(C[C@H]1CCCN1)c1ccc(Br)cc1,4,O=Cc1c[nH]c2cc(Br)ccc12,1.0,CCCN(C)CCN(CC1CCCN1Cc1c[nH]c2cc(Br)ccc12)c1ccc(Br)cc1,149,70
Oc1ccc2c(c1)C(CN(C1CC1)C1CNC1)NCC2,566,1,Direct acid -> amine (reductive),Oc1ccc2c(c1)C(CN(C1CC1)C1CNC1)NCC2,4,Nc1ccc(C(=O)O)cc1Br,1.0,Nc1ccc(CN2CCc3ccc(O)cc3C2CN(C2CC2)C2CNC2)cc1Br,150,139
NCCN1CCN(c2ccc3c(C4NCCc5ccccc54)c[nH]c3c2)CC1,569,1,Reductive amination (aldehyde),NCCN1CCN(c2ccc3c(C4NCCc5ccccc54)c[nH]c3c2)CC1,3,CCC=O,1.0,CCCN1CCc2ccccc2C1c1c[nH]c2cc(N3CCN(CCN)CC3)ccc12,151,70
C#Cc1ccc(NCC2CCCN2CC2CCN2)cc1,573,1,Reductive amination (aldehyde),C#Cc1ccc(NC[C@@H]2CCCN2CC2CCN2)cc1,4,O=Cc1c[nH]c2ccc(Br)cc12,1.0,C#Cc1ccc(N(Cc2c[nH]c3ccc(Br)cc23)CC2CCCN2CC2CCN2)cc1,152,70
CC(N)CN1CCCC(N2CCc3ccc(O)cc3C2c2c[nH]c3ccc(Br)cc23)C1,577,0,Functional-group interconversion (Br -> I),C[C@@H](N)CN1CCCC(N2CCc3ccc(O)cc3C2c2c[nH]c3ccc(Br)cc23)C1,4,,1.0,CC(N)CN1CCCC(N2CCc3ccc(O)cc3C2c2c[nH]c3ccc(I)cc23)C1,153,166
C=CCN(CCC=O)CCN(C)c1ccccc1CCN,581,1,Pictet-Spengler cyclisation,C=CCN(CCC=O)CCN(C)c1ccccc1CCN,4,O=Cc1c[nH]c2ccc(Br)cc12,1.0,C=CCN(CCC=O)CCN(C)c1cccc2c1CCNC2c1c[nH]c2ccc(Br)cc12,154,144
NCCCN1CCC(N(c2cccc3cc[nH]c23)C2CCC2)C1,585,1,Direct acid -> amine (reductive),NCCCN1CCC(N(c2cccc3cc[nH]c23)C2CCC2)C1,4,O=C(O)c1ccc(F)cc1,1.0,Fc1ccc(CNCCCN2CCC(N(c3cccc4cc[nH]c34)C3CCC3)C2)cc1,155,137
CN(CC(=O)O)C1CCN(Cc2c[nH]c3cc(Br)ccc23)CC1,588,1,Direct acid -> amine (reductive),CN(CC(=O)O)C1CCN(Cc2c[nH]c3cc(Br)ccc23)CC1,3,NCCc1ccc(O)cc1,1.0,CN(CCNCCc1ccc(O)cc1)C1CCN(Cc2c[nH]c3cc(Br)ccc23)CC1,156,136
CC(N)CN1CCc2ccc(O)cc2C1CNC1CCC1,592,1,Reductive amination (aldehyde),C[C@H](N)CN1CCc2ccc(O)cc2C1CNC1CCC1,4,O=Cc1c[nH]c2ccc(Br)cc12,1.0,CC(N)CN1CCc2ccc(O)cc2C1CN(Cc1c[nH]c2ccc(Br)cc12)C1CCC1,157,70
ClCC(c1ccc(Br)cc1)N1CCCC1CN(CCc1c[nH]c2ccccc12)C1CNC1,596,0,Functional-group interconversion (Br -> I),ClCC(c1ccc(Br)cc1)N1CCC[C@H]1CN(CCc1c[nH]c2ccccc12)C1CNC1,4,,1.0,ClCC(c1ccc(I)cc1)N1CCCC1CN(CCc1c[nH]c2ccccc12)C1CNC1,158,166
O=CCCN1CC(N2CCc3ccccc3C2c2c[nH]c3cc(Br)ccc23)C1,600,0,Functional-group interconversion (Br -> Cl),O=CCCN1CC(N2CCc3ccccc3C2c2c[nH]c3cc(Br)ccc23)C1,4,,1.0,O=CCCN1CC(N2CCc3ccccc3C2c2c[nH]c3cc(Cl)ccc23)C1,159,165
CCCN1CCCC1CN(CCNC)c1cccc2cc[nH]c12,604,1,Direct acid -> amine (reductive),CCCN1CCC[C@@H]1CN(CCNC)c1cccc2cc[nH]c12,4,Nc1c(F)cccc1C(=O)O,1.0,CCCN1CCCC1CN(CCN(C)Cc1cccc(F)c1N)c1cccc2cc[nH]c12,160,139
CN(CCN(CCc1ccc(O)cc1)C1CCNC1)Cc1c[nH]c2cc(Br)ccc12,608,0,Functional-group interconversion (Br -> Cl),CN(CCN(CCc1ccc(O)cc1)C1CCNC1)Cc1c[nH]c2cc(Br)ccc12,4,,1.0,CN(CCN(CCc1ccc(O)cc1)C1CCNC1)Cc1c[nH]c2cc(Cl)ccc12,161,165
Oc1ccc(CCN(Cc2c[nH]c3cc(Br)ccc23)C2CN(C3CCNC3)C2)cc1,612,0,Functional-group interconversion (Br -> I),Oc1ccc(CCN(Cc2c[nH]c3cc(Br)ccc23)C2CN(C3CCNC3)C2)cc1,4,,1.0,Oc1ccc(CCN(Cc2c[nH]c3cc(I)ccc23)C2CN(C3CCNC3)C2)cc1,162,166
CN(CCN1CCCC(=O)C1)Cc1c[nH]c2ccc(Br)cc12,615,1,Reductive amination (ketone),CN(CCN1CCCC(=O)C1)Cc1c[nH]c2ccc(Br)cc12,3,COc1ccccc1CCN,1.0,COc1ccccc1CCNC1CCCN(CCN(C)Cc2c[nH]c3ccc(Br)cc23)C1,163,73
