recorded_amine,score_amine,counterfactual_amide,score_amide
O=C(Nc1ccc(-c2cc(NCc3ccc4oc(C5CNC5)nc4c3)[nH]n2)cc1)C1CCN1,7.988384,O=C(Nc1cc(-c2ccc(NC(=O)C3CCN3)cc2)n[nH]1)c1ccc2oc(C3CNC3)nc2c1,3.959274
c1cc(NCc2ccc3[nH]c(C4CNC4)nc3c2)cc(-c2ccccc2CCNC[C@@H]2Cc3ccccc3CN2)c1,7.885952,O=C(NCCc1ccccc1-c1cccc(NCc2ccc3[nH]c(C4CNC4)nc3c2)c1)[C@@H]1Cc2ccccc2CN1,7.953067
C[C@@H](NC(=O)[C@@H]1CCCNC1)C(=O)Nc1ccc(-c2ccc(NCc3ccc(CCl)cc3)cc2)cc1,6.952218,C[C@@H](NC(=O)[C@@H]1CCCNC1)C(=O)Nc1ccc(-c2ccc(NC(=O)c3ccc(CCl)cc3)cc2)cc1,7.057338
O=C(Nc1ccc(B(O)O)cc1)N1CCC1CNc1cccc2cc[nH]c12,4.813547,O=C(Nc1cccc2cc[nH]c12)C1CCN1C(=O)Nc1ccc(B(O)O)cc1,4.990191
CC(C)[C@@H](NCc1ccc(CNC2(C(=O)O)CCC2)cc1)C(=O)O,3.827353,CC(C)[C@@H](NC(=O)C1(NCc2ccc(C(=O)O)cc2)CCC1)C(=O)O,4.137571
O=C(NCc1cn(CC2CC2)nn1)[C@@H]1CCCN(Cc2ccc3nc(C4CNC4)oc3c2)C1,7.925519,O=C(NCc1cn(CC2CC2)nn1)[C@@H]1CCCN(C(=O)c2ccc3nc(C4CNC4)oc3c2)C1,7.764102
N#Cc1cccc(-c2ccc(NCc3ccc(CNCc4cn(CC5CC5)c5ccccc45)cc3)cc2)c1,7.479884,N#Cc1cccc(-c2ccc(NCc3ccc(C(=O)NCc4cn(CC5CC5)c5ccccc45)cc3)cc2)c1,7.714321
O=C(Nc1ccc(-c2ccc3oc(C4CN(C[C@@H]5Cc6ccccc6CN5)C4)nc3c2)cc1)C1CNC1,7.634594,O=C(Nc1ccc(-c2ccc3oc(C4CN(C(=O)[C@@H]5Cc6ccccc6CN5)C4)nc3c2)cc1)C1CNC1,6.786043
O=C(Nc1cccc2cc[nH]c12)N1CC(CN(c2ccc(NC[C@@H]3Cc4ccccc4CN3)cc2)C23CC(C2)C3)C1,7.023827,O=C(Nc1ccc(N(CC2CN(C(=O)Nc3cccc4cc[nH]c34)C2)C23CC(C2)C3)cc1)[C@@H]1Cc2ccccc2CN1,6.646703
O=C(N[C@H](c1ccccc1)c1nc2ccc(-c3cccc(NC[C@H]4CCCNC4)c3)cc2o1)C1CNC1,7.00092,O=C(N[C@H](c1ccccc1)c1nc2ccc(-c3cccc(NC(=O)[C@H]4CCCNC4)c3)cc2o1)C1CNC1,7.293394
C[C@@H](NCc1ccccc1N)c1ccccc1,3.906758,C[C@@H](NC(=O)c1ccccc1N)c1ccccc1,4.383982
Cc1cc(-c2ccc(C=O)cc2)cnc1NCC1CNC1,6.071122,Cc1cc(-c2ccc(C=O)cc2)cnc1NC(=O)C1CNC1,6.353888
O=C(NC1CC1)c1ccc(CN(Cc2cn(CC3CC3)c3ccccc23)CC2CNC2)cc1,7.666743,O=C(NC1CC1)c1ccc(CN(Cc2cn(CC3CC3)c3ccccc23)C(=O)C2CNC2)cc1,7.96524
O=C(NCc1ccccc1)c1ccc(-c2nc3cc(-c4cccc(CNC56CC(C5)C6)c4)ccc3o2)cc1,7.48424,O=C(NCc1ccccc1)c1ccc(-c2nc3cc(-c4cccc(C(=O)NC56CC(C5)C6)c4)ccc3o2)cc1,7.593112
O=C(Nc1cc(-c2cccc(CN3CCC[C@H]3C(=O)NCc3ccccc3)c2)n[nH]1)C1CNC1,7.888803,O=C(Nc1cc(-c2cccc(C(=O)N3CCC[C@H]3C(=O)NCc3ccccc3)c2)n[nH]1)C1CNC1,7.418457
O=C(O)[C@H]1CCCN1Cc1cccc(CNC23CC(C2)C3)c1,5.034334,O=C(O)[C@H]1CCCN1C(=O)c1cccc(CNC23CC(C2)C3)c1,4.780162
O=Cc1cccc(CNc2cc(-c3ccc(CNC45CC(C4)C5)cc3)n[nH]2)c1,6.721919,O=Cc1cccc(C(=O)Nc2cc(-c3ccc(CNC45CC(C4)C5)cc3)n[nH]2)c1,7.210476
c1ccc(NCc2cccc(-c3nc4cc(-c5nnn(CC6CC6)n5)ccc4o3)c2)nc1,7.77848,O=C(Nc1ccccn1)c1cccc(-c2nc3cc(-c4nnn(CC5CC5)n4)ccc3o2)c1,7.746711
C[C@@H](c1ccccc1)N(C[C@@H]1Cc2ccccc2CN1)c1ccc(CNc2cccc(-c3cnc4cccnn34)c2)cc1,7.01602,C[C@@H](c1ccccc1)N(C(=O)[C@@H]1Cc2ccccc2CN1)c1ccc(CNc2cccc(-c3cnc4cccnn34)c2)cc1,7.091853
O=Cc1cccc(-c2nc(-c3cccc(NCc4ccc(-c5nnn(CC6CC6)n5)nc4)c3)cs2)c1,7.460678,O=Cc1cccc(-c2nc(-c3cccc(NC(=O)c4ccc(-c5nnn(CC6CC6)n5)nc4)c3)cs2)c1,7.152507
O=C(NC1CC1)c1ccccc1CNc1cccc(-c2cc(NCC3CNC3)[nH]n2)c1,7.759712,O=C(NC1CC1)c1ccccc1CNc1cccc(-c2cc(NC(=O)C3CNC3)[nH]n2)c1,7.947941
N#Cc1ccc(CNc2cc(F)ccc2O)cn1,3.919369,N#Cc1ccc(C(=O)Nc2cc(F)ccc2O)cn1,3.940554
O=C(NCc1cn(CC2CC2)c2ccccc12)c1ccc(CN(C[C@@H]2Cc3ccccc3CN2)C23CC(C2)C3)cc1,7.73811,O=C(NCc1cn(CC2CC2)c2ccccc12)c1ccc(CN(C(=O)[C@@H]2Cc3ccccc3CN2)C23CC(C2)C3)cc1,7.773819
C[C@H](NC(=O)c1cccc(-c2ccc(N(CC3CNC3)C[C@@H]3Cc4ccccc4CN3)cc2)c1)c1ccccc1,7.45692,C[C@H](NC(=O)c1cccc(-c2ccc(N(CC3CNC3)C(=O)[C@@H]3Cc4ccccc4CN3)cc2)c1)c1ccccc1,7.329665
O=C(O)[C@@H](NC(=O)[C@@H](Cc1ccccc1)NCc1ccc(-c2nnn(CC3CC3)n2)nc1)c1ccccc1,6.372962,O=C(N[C@H](Cc1ccccc1)C(=O)N[C@H](C(=O)O)c1ccccc1)c1ccc(-c2nnn(CC3CC3)n2)nc1,6.501151
NC1(CNc2cccc3cc[nH]c23)CCC1,2.716871,NC1(C(=O)Nc2cccc3cc[nH]c23)CCC1,3.548424
O=C(O)c1cccc(-c2nc3ccc(CN4CCC(C(=O)O)CC4)cc3o2)c1,5.103148,O=C(O)c1ccc2nc(-c3cccc(C(=O)N4CCC(C(=O)O)CC4)c3)oc2c1,5.077143
O=C(O)C1CN(c2ccc(NCc3ccc(COCC4CNC4)cc3)cc2)C1,6.519838,O=C(Nc1ccc(N2CC(C(=O)O)C2)cc1)c1ccc(COCC2CNC2)cc1,6.970005
O=C=Nc1ccc(-c2ccc(NCc3cccc(-c4cncc(-c5nnn(CC6CC6)n5)c4)c3)cc2)cc1,7.29579,O=C=Nc1ccc(-c2ccc(NC(=O)c3cccc(-c4cncc(-c5nnn(CC6CC6)n5)c4)c3)cc2)cc1,6.08893
O=C(Nc1cccc(-c2c[nH]cn2)c1)C1CCN(Cc2cccc3oc(C4CNC4)nc23)CC1,7.56871,O=C(Nc1cccc(-c2c[nH]cn2)c1)C1CCN(C(=O)c2cccc3oc(C4CNC4)nc23)CC1,7.375078
C1NCC1CNC1CC1,2.191151,O=C(NC1CC1)C1CNC1,5.028451
Nc1ccc(CN2CCC[C@H](C(=O)O)C2)cc1O,3.251097,Nc1ccc(C(=O)N2CCC[C@H](C(=O)O)C2)cc1O,3.710175
c1cc(Nc2cccc(CNC34CC(C3)C4)n2)cc(-c2cc(CNC34CC(C3)C4)ccn2)c1,7.407469,O=C(NC12CC(C1)C2)c1cccc(Nc2cccc(-c3cc(CNC45CC(C4)C5)ccn3)c2)n1,7.469852
O=C(O)[C@@H](NCc1ccc2nc(C3CNC3)oc2c1)c1ccccc1,6.290819,O=C(N[C@H](C(=O)O)c1ccccc1)c1ccc2nc(C3CNC3)oc2c1,6.459046
C[C@@H](c1ccccc1)N(Cc1ccc2[nH]c(C3CNC3)nc2c1)Cc1ccc2nc(-c3ccc(CCl)cc3)oc2c1,7.064423,C[C@@H](c1ccccc1)N(Cc1ccc2nc(-c3ccc(CCl)cc3)oc2c1)C(=O)c1ccc2[nH]c(C3CNC3)nc2c1,7.152315
O=Cc1ccc(-c2nc3ccc(C(=O)N4CC(c5nc6ccc(CNC78CC(C7)C8)cc6o5)C4)cc3o2)cc1,7.421661,O=Cc1ccc(-c2nc3ccc(C(=O)N4CC(c5nc6ccc(C(=O)NC78CC(C7)C8)cc6o5)C4)cc3o2)cc1,6.885875
Nc1ccc(-c2ccc(NC(=O)C3CCN3Cc3ccc4nc([C@@H]5CCCN5)oc4c3)cc2)cc1,7.398626,Nc1ccc(-c2ccc(NC(=O)C3CCN3C(=O)c3ccc4nc([C@@H]5CCCN5)oc4c3)cc2)cc1,7.168542
c1ccc2c(c1)CN[C@H](c1nc3ccc(CNc4ccc(-c5ccc(NCC6CCN6)cc5)cc4)cc3o1)C2,7.940753,O=C(Nc1ccc(-c2ccc(NCc3ccc4nc([C@@H]5Cc6ccccc6CN5)oc4c3)cc2)cc1)C1CCN1,7.869221
O=C(O)[C@@H]1CCCN1CC1CNC1,3.124078,O=C(O)C1CN(C(=O)[C@@H]2CCCN2)C1,3.884554
Nc1cccc(-c2ccc(NCc3ccc4nc(C5CNC5)oc4c3)c(N)c2)c1,7.270363,Nc1ccc(-c2cccc(NC(=O)c3ccc4nc(C5CNC5)oc4c3)c2)cc1N,7.374037
O=C(NCc1c[nH]c2ccccc12)C1CCN(C(=O)c2ccc3oc(-c4ccc(CNC56CC(C5)C6)cc4)nc3c2)CC1,7.713595,O=C(NC12CC(C1)C2)c1ccc(-c2nc3cc(C(=O)N4CCC(C(=O)NCc5c[nH]c6ccccc56)CC4)ccc3o2)cc1,7.564644
O=C1CN(C(=O)c2ccccc2NCc2ccc3nc(C4CNC4)oc3c2)C1,6.743688,O=C1CN(C(=O)c2ccccc2NC(=O)c2ccc3nc(C4CNC4)oc3c2)C1,6.880241
ClCc1ccccc1CNCCc1ccncc1,4.032564,O=C(NCCc1ccncc1)c1ccccc1CCl,3.93667
c1cc(NCC2CN(Cc3cccc4oc(-c5ccc(CO[C@H]6CN7CCC6CC7)cc5)nc34)C2)c2[nH]ccc2c1,7.638423,O=C(c1cccc2oc(-c3ccc(CO[C@H]4CN5CCC4CC5)cc3)nc12)N(CC1CNC1)c1cccc2cc[nH]c12,7.613643
O=Cc1ccc(-c2ccc(NCc3ccc(-c4nnn(CC5CC5)n4)nc3)cc2)cc1,7.427939,O=Cc1ccc(-c2ccc(NC(=O)c3ccc(-c4nnn(CC5CC5)n4)nc3)cc2)cc1,7.008667
c1cncc(-c2ccccc2CCNCC2CCN2Cc2ccc3[nH]c(C4CNC4)nc3c2)c1,7.36827,O=C(c1ccc2[nH]c(C3CNC3)nc2c1)N(CCc1ccccc1-c1cccnc1)CC1CCN1,7.41171
O=C(c1ccc2oc(C3CN(CC4CCN4)C3)nc2c1)N1CCNCC1,6.056903,O=C(c1ccc2oc(C3CN(C(=O)C4CCN4)C3)nc2c1)N1CCNCC1,6.242358
O=C(O)c1ccc(-c2nc3ccc(CNc4ccc(-c5ccc6[nH]ccc6c5)cc4)cc3o2)cc1,6.587718,O=C(O)c1ccc(-c2nc3ccc(C(=O)Nc4ccc(-c5ccc6[nH]ccc6c5)cc4)cc3o2)cc1,6.485349
c1ccc(-c2nnn(CC3CC3)n2)c(Cn2ccc3cccc(NCc4ccc(-c5nnn(CC6CC6)n5)nc4)c32)c1,7.973467,O=C(Nc1cccc2ccn(Cc3ccccc3-c3nnn(CC4CC4)n3)c12)c1ccc(-c2nnn(CC3CC3)n2)nc1,8.050149
Brc1cc(NC[C@@H]2Cc3ccccc3CN2)[nH]n1,5.470264,O=C(Nc1cc(Br)n[nH]1)[C@@H]1Cc2ccccc2CN1,5.680433
NC1(c2nc3ccc(CNc4ccc(NCc5c[nH]c6ccccc56)cc4)cc3o2)CCC1,6.011401,NC1(c2nc3ccc(C(=O)Nc4ccc(NCc5c[nH]c6ccccc56)cc4)cc3o2)CCC1,6.25337
OB(O)c1cccc(-c2nc3cc(CNC45CC(C4)C5)ccc3o2)c1,5.39431,O=C(NC12CC(C1)C2)c1ccc2oc(-c3cccc(B(O)O)c3)nc2c1,5.314361
C[C@@H](N)c1nc2ccc(-c3ccc(NCc4ccc(C#N)nc4)cc3)cc2o1,5.537561,C[C@@H](N)c1nc2ccc(-c3ccc(NC(=O)c4ccc(C#N)nc4)cc3)cc2o1,5.752924
Fc1cccc(CNc2ccccn2)n1,3.958996,O=C(Nc1ccccn1)c1cccc(F)n1,4.516462
O=C(Nc1cccc(-c2ccc(NCC3CCN3)cc2)c1)c1ccc(CNCc2ccccc2)cc1,7.819212,O=C(Nc1cccc(-c2ccc(NC(=O)C3CCN3)cc2)c1)c1ccc(CNCc2ccccc2)cc1,7.685139
C#Cc1ncccc1NCc1ccc(COCC2CNC2)cc1,6.771129,C#Cc1ncccc1NC(=O)c1ccc(COCC2CNC2)cc1,7.254344
c1cc(NCc2ccc(COCC3CNC3)cc2)cc(-c2ccc(NC[C@@H]3Cc4ccccc4CN3)cc2)c1,7.910096,O=C(Nc1ccc(-c2cccc(NCc3ccc(COCC4CNC4)cc3)c2)cc1)[C@@H]1Cc2ccccc2CN1,7.881222
Brc1ccc2[nH]cc(-c3nc4ccc(CNC56CC(C5)C6)cc4o3)c2c1,6.435787,O=C(NC12CC(C1)C2)c1ccc2nc(-c3c[nH]c4ccc(Br)cc34)oc2c1,6.40694
O=C(O)[C@H]1CCCN1Cc1cccc(F)n1,3.112748,O=C(O)[C@H]1CCCN1C(=O)c1cccc(F)n1,3.418152
O=Cc1ccnc(-c2cccc(NCc3cccc4oc(C5CNC5)nc34)c2)c1,7.074667,O=Cc1ccnc(-c2cccc(NC(=O)c3cccc4oc(C5CNC5)nc34)c2)c1,7.082809
C[C@@H](NCc1ccc2nc(-c3ccc(CCl)cc3)oc2c1)c1ccccc1,5.849568,C[C@@H](NC(=O)c1ccc2nc(-c3ccc(CCl)cc3)oc2c1)c1ccccc1,6.109694
O=C(NCc1c[nH]c2ccccc12)C1CCN(Cc2ccc3nc(-c4ccc(-c5nnn(CC6CC6)n5)nc4)oc3c2)CC1,8.046837,O=C(NCc1c[nH]c2ccccc12)C1CCN(C(=O)c2ccc3nc(-c4ccc(-c5nnn(CC6CC6)n5)nc4)oc3c2)CC1,7.767763
O=C(NC1CC1)c1ccc2nc(-c3ccc(CNCCc4c[nH]c5ccccc45)cc3)oc2c1,7.644186,O=C(NCCc1c[nH]c2ccccc12)c1ccc(-c2nc3ccc(C(=O)NC4CC4)cc3o2)cc1,7.585795
OB(O)c1cccc(CNc2ccnc3ccccc23)c1,3.703297,O=C(Nc1ccnc2ccccc12)c1cccc(B(O)O)c1,3.83442
FC(F)(F)c1ccc(CNC[C@@H]2Cc3ccccc3CN2C[C@@H]2Cc3ccccc3CN2)cc1,6.462222,O=C([C@@H]1Cc2ccccc2CN1)N(Cc1ccc(C(F)(F)F)cc1)C[C@@H]1Cc2ccccc2CN1,6.644199
O=Cc1cccc(Nc2cc(-c3cccc(NCC4CCN4)c3)n[nH]2)c1,6.584335,O=Cc1cccc(Nc2cc(-c3cccc(NC(=O)C4CCN4)c3)n[nH]2)c1,6.891268
O=C=Nc1ccc(Nc2ccc(-c3c[nH]nc3NCc3ccc(C=O)cc3)cc2)cc1,5.204915,O=C=Nc1ccc(Nc2ccc(-c3c[nH]nc3NC(=O)c3ccc(C=O)cc3)cc2)cc1,5.363081
O=C(NCc1ccccc1)c1ccccc1COCC1CN(CC2CCN2)C1,6.029567,O=C(NCc1ccccc1)c1ccccc1COCC1CN(C(=O)C2CCN2)C1,7.076363
O=C(Nc1cc(-c2cccc(-c3nnnn3Cc3ccccc3CNCc3ccccc3)c2)n[nH]1)C1CNC1,7.840546,O=C(NCc1ccccc1)c1ccccc1Cn1nnnc1-c1cccc(-c2cc(NC(=O)C3CNC3)[nH]n2)c1,8.01856
c1ccc2c(c1)c(CNc1ccc(NCc3ccc4nc([C@@H]5CCCN5)oc4c3)cc1)cn2CC1CC1,8.09953,O=C(Nc1ccc(NCc2cn(CC3CC3)c3ccccc23)cc1)c1ccc2nc([C@@H]3CCCN3)oc2c1,8.222101
Nc1cccc(-c2ccc3oc(C4(NCC5CNC5)CCC4)nc3c2)c1,6.099014,NC1(c2nc3cc(-c4cccc(NC(=O)C5CNC5)c4)ccc3o2)CCC1,6.941786
O=Cc1cccc(CNCC(=O)O)c1,2.668361,O=Cc1cccc(C(=O)NCC(=O)O)c1,3.021063
OB(O)c1ccc(NCc2ccc3nc(C4CNC4)[nH]c3c2)cc1,5.604686,O=C(Nc1ccc(B(O)O)cc1)c1ccc2nc(C3CNC3)[nH]c2c1,5.783898
C#CCNCc1ccc(CN2CCC(C(=O)O)CC2)cc1,4.533785,C#CCN(Cc1ccc(C(=O)O)cc1)C(=O)C1CCNCC1,4.652807
c1ccc2c(CCNC3CN(Cc4ccc5nc(-c6ccc(-c7nnn(CC8CC8)n7)nc6)oc5c4)C3)c[nH]c2c1,7.863157,O=C(c1ccc2nc(-c3ccc(-c4nnn(CC5CC5)n4)nc3)oc2c1)N(CCc1c[nH]c2ccccc12)C1CNC1,7.806048
O=C(Nc1cc(NC[C@@H]2Cc3ccccc3CN2)n[nH]1)c1ccc2[nH]c(C3CCN3)nc2c1,7.797963,O=C(Nc1cc(NC(=O)[C@@H]2Cc3ccccc3CN2)n[nH]1)c1ccc2[nH]c(C3CCN3)nc2c1,7.358148
O=Cc1ccnc(-c2cccc(C(=O)Nc3ccc(CNc4ccccn4)cc3O)c2)c1,5.999132,O=Cc1ccnc(-c2cccc(C(=O)Nc3ccc(C(=O)Nc4ccccn4)cc3O)c2)c1,6.087713
C#CCNCc1ccc(CNc2ccc(Br)cc2)cc1,5.216571,C#CCNCc1ccc(C(=O)Nc2ccc(Br)cc2)cc1,5.155901
Cc1cc(N2CCC[C@H]2C(=O)O)cnc1NCc1ccc2nc(-c3ccc(-c4nnn(CC5CC5)n4)nc3)oc2c1,7.180269,Cc1cc(N2CCC[C@H]2C(=O)O)cnc1NC(=O)c1ccc2nc(-c3ccc(-c4nnn(CC5CC5)n4)nc3)oc2c1,6.861936
O=C(Nc1ccccc1CNC1CC1)C1CCNCC1,4.654184,O=C(NC1CC1)c1ccccc1NC(=O)C1CCNCC1,6.938619
O=C(NCc1c[nH]c2ccccc12)c1ccc(CN(CCc2ccncc2)C[C@@H]2Cc3ccccc3CN2)cc1,6.713499,O=C(NCc1c[nH]c2ccccc12)c1ccc(CN(CCc2ccncc2)C(=O)[C@@H]2Cc3ccccc3CN2)cc1,6.83961
c1ccc(CNc2ccc(NCc3cccc(-c4nc5cc(-c6nnn(CC7CC7)n6)ccc5o4)c3)cc2)cc1,7.882854,O=C(Nc1ccc(NCc2ccccc2)cc1)c1cccc(-c2nc3cc(-c4nnn(CC5CC5)n4)ccc3o2)c1,7.854426
Oc1ccc(Br)cc1NC[C@@H]1Cc2ccccc2CN1,5.318602,O=C(Nc1cc(Br)ccc1O)[C@@H]1Cc2ccccc2CN1,5.318596
O=C(O)[C@H](Cc1c[nH]c2ccccc12)NCc1ccc(COC[C@@H]2CCCN2)cc1,4.260505,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)c1ccc(COC[C@@H]2CCCN2)cc1,4.457639
O=C(O)[C@@H]1CCCN1c1cc(-c2cccc(NCc3ccc(-c4nnn(CC5CC5)n4)nc3)c2)ccn1,7.296525,O=C(Nc1cccc(-c2ccnc(N3CCC[C@H]3C(=O)O)c2)c1)c1ccc(-c2nnn(CC3CC3)n2)nc1,7.065197
O=Cc1cccc(C(=O)N2CCC(CNC34CC(C3)C4)CC2)c1,6.014225,O=Cc1cccc(C(=O)N2CCC(C(=O)NC34CC(C3)C4)CC2)c1,6.507288
O=C(O)c1cccc2oc(C3CCN(Cc4ccc5oc(-c6ccc(CO[C@H]7CN8CCC7CC8)cc6)nc5c4)CC3)nc12,7.5626,O=C(O)c1cccc2oc(C3CCN(C(=O)c4ccc5oc(-c6ccc(CO[C@H]7CN8CCC7CC8)cc6)nc5c4)CC3)nc12,7.717117
c1cncc(-c2ccc(N(Cc3ccc4oc([C@H]5CCCN5)nc4c3)C[C@@H]3Cc4ccccc4CN3)cc2)c1,7.543145,O=C([C@@H]1Cc2ccccc2CN1)N(Cc1ccc2oc([C@H]3CCCN3)nc2c1)c1ccc(-c2cccnc2)cc1,7.26641
Nc1cc(CN2CCC(C(=O)O)CC2)ccc1NC(=O)[C@H]1CCCN1,5.196292,Nc1cc(C(=O)N2CCC(C(=O)O)CC2)ccc1NC(=O)[C@H]1CCCN1,5.089342
Fc1ccc(CNc2cccc(-c3cc(NCC4CCN4CC4CNC4)[nH]n3)c2)cc1,7.386389,O=C(C1CNC1)N(CC1CCN1)c1cc(-c2cccc(NCc3ccc(F)cc3)c2)n[nH]1,7.342909
O=C(NCc1c[nH]c2ccccc12)c1cccc(-c2cc(NC(=O)[C@H]3CCCN(C[C@@H]4Cc5ccccc5CN4)C3)[nH]n2)c1,7.9669,O=C(NCc1c[nH]c2ccccc12)c1cccc(-c2cc(NC(=O)[C@H]3CCCN(C(=O)[C@@H]4Cc5ccccc5CN4)C3)[nH]n2)c1,7.975491
C[C@@H](CNc1ccnc2ccccc12)NCc1ccc(-c2nc3ccc(Br)cc3o2)cc1,4.96537,C[C@H](NCc1ccc(-c2nc3ccc(Br)cc3o2)cc1)C(=O)Nc1ccnc2ccccc12,6.169099
c1cc(NCC2CNC2)c2[nH]ccc2c1,4.774599,O=C(Nc1cccc2cc[nH]c12)C1CNC1,6.785998
O=C(Nc1cccc2ccn(CC3CC3)c12)[C@@H]1CCCN(C[C@@H]2Cc3ccccc3CN2C(=O)[C@@H]2Cc3ccccc3CN2)C1,7.418499,O=C(Nc1cccc2ccn(CC3CC3)c12)[C@@H]1CCCN(C(=O)[C@@H]2Cc3ccccc3CN2C(=O)[C@@H]2Cc3ccccc3CN2)C1,7.530375
Fc1cccc(-c2nc3ccc(CNc4cc(-c5cccc(-c6nnn(CC7CC7)n6)c5)n[nH]4)cc3[nH]2)n1,7.695143,O=C(Nc1cc(-c2cccc(-c3nnn(CC4CC4)n3)c2)n[nH]1)c1ccc2nc(-c3cccc(F)n3)[nH]c2c1,7.690363
O=C(Nc1cc(CNc2cccc(B(O)O)c2)ccc1O)[C@H]1CCCN1,4.648917,O=C(Nc1cccc(B(O)O)c1)c1ccc(O)c(NC(=O)[C@H]2CCCN2)c1,5.034093
c1cc(NCc2ccc(CNC34CC(C3)C4)cc2)c2[nH]ccc2c1,6.683427,O=C(Nc1cccc2cc[nH]c12)c1ccc(CNC23CC(C2)C3)cc1,6.875032
O=C(C1CNC1)N1CCC[C@H](c2nc3ccc(CNc4cccc5cc[nH]c45)cc3o2)C1,7.584671,O=C(Nc1cccc2cc[nH]c12)c1ccc2nc([C@H]3CCCN(C(=O)C4CNC4)C3)oc2c1,7.501203
O=C(O)c1ccc2oc(CNCc3ccc4[nH]c(C5CCNCC5)nc4c3)nc2c1,6.20906,O=C(O)c1ccc2oc(CNC(=O)c3ccc4[nH]c(C5CCNCC5)nc4c3)nc2c1,6.805273
O=C(O)C1CCN(c2ccccc2CCNCc2ccc3nc(C4CNC4)oc3c2)CC1,6.178877,O=C(NCCc1ccccc1N1CCC(C(=O)O)CC1)c1ccc2nc(C3CNC3)oc2c1,6.481935
N#Cc1ccccc1Cn1ccc2cccc(NCc3ccc(-c4nnn(CC5CC5)n4)nc3)c21,7.004807,N#Cc1ccccc1Cn1ccc2cccc(NC(=O)c3ccc(-c4nnn(CC5CC5)n4)nc3)c21,7.25573
c1ccc(CCNCc2cccc(-c3ccc(NCc4ccc5nc(C6CNC6)oc5c4)cc3)c2)cc1,7.784896,O=C(Nc1ccc(-c2cccc(CNCCc3ccccc3)c2)cc1)c1ccc2nc(C3CNC3)oc2c1,7.555538
O=C(O)[C@H](NCC1CCN1)c1ccccc1,4.38396,O=C(N[C@@H](C(=O)O)c1ccccc1)C1CCN1,4.985383
Nc1ccc(CN2CCC2C(=O)O)cc1O,3.139718,Nc1ccc(C(=O)N2CCC2C(=O)O)cc1O,3.585261
O=C(c1ccccc1NCc1ccc2nc(C3CNC3)oc2c1)N1CCNCC1,6.876309,O=C(Nc1ccccc1C(=O)N1CCNCC1)c1ccc2nc(C3CNC3)oc2c1,6.90506
c1ccc(CN(C[C@@H]2Cc3ccccc3CN2)c2ccc(-c3cn(CC4CC4)cn3)cc2)nc1,7.69059,O=C([C@@H]1Cc2ccccc2CN1)N(Cc1ccccn1)c1ccc(-c2cn(CC3CC3)cn2)cc1,7.643467
Nc1c(O)cccc1CN1CC(=O)C1,3.146611,Nc1c(O)cccc1C(=O)N1CC(=O)C1,3.115676
Nc1ccc(-c2ccc3nc(-c4cccc(-c5ccc(NC[C@@H]6Cc7ccccc7CN6)cc5)c4)oc3c2)cc1,7.669082,Nc1ccc(-c2ccc3nc(-c4cccc(-c5ccc(NC(=O)[C@@H]6Cc7ccccc7CN6)cc5)c4)oc3c2)cc1,7.561675
Brc1ccc(NC[C@@H]2CCCN2)cc1,3.654253,O=C(Nc1ccc(Br)cc1)[C@@H]1CCCN1,5.241913
c1ccc(NC[C@@H]2Cc3ccccc3CN2Cc2ccc3nc(-c4ccc5nc([C@@H]6CCCN6)oc5c4)oc3c2)nc1,7.436574,O=C(c1ccc2nc(-c3ccc4nc([C@@H]5CCCN5)oc4c3)oc2c1)N(C[C@@H]1Cc2ccccc2CN1)c1ccccn1,7.551256
Cc1cc(Br)cnc1NCc1ccccc1N,3.455314,Cc1cc(Br)cnc1NC(=O)c1ccccc1N,3.500692
c1cc2nc(C3CNC3)oc2cc1CNc1ccc(NCC2CNC2)cc1,7.972377,O=C(Nc1ccc(NCc2ccc3nc(C4CNC4)oc3c2)cc1)C1CNC1,7.940174
c1ccc2c(c1)c(CNCc1ccc3oc([C@H]4CCCNC4)nc3c1)cn2CC1CC1,7.475982,O=C(NCc1cn(CC2CC2)c2ccccc12)c1ccc2oc([C@H]3CCCNC3)nc2c1,7.812664
O=C(NCCc1ccccc1)C1(NCc2ccc3nc(C4CNC4)oc3c2)CCC1,7.665869,O=C(NC1(C(=O)NCCc2ccccc2)CCC1)c1ccc2nc(C3CNC3)oc2c1,7.351428
N[C@H](CNc1ccncc1C=O)c1ccccc1,3.384018,N[C@H](C(=O)Nc1ccncc1C=O)c1ccccc1,4.463755
O=C(Nc1ccccn1)c1ccc(Cn2cc(CCNCc3ccc(CO[C@H]4CN5CCC4CC5)cc3)c3ccccc32)cc1,7.793012,O=C(NCCc1cn(Cc2ccc(C(=O)Nc3ccccn3)cc2)c2ccccc12)c1ccc(CO[C@H]2CN3CCC2CC3)cc1,7.738575
c1cncc(-c2cc(N(Cc3ccc4nc(C5CNC5)oc4c3)C3CCNCC3)[nH]n2)c1,7.184434,O=C(c1ccc2nc(C3CNC3)oc2c1)N(c1cc(-c2cccnc2)n[nH]1)C1CCNCC1,6.693206
O=C(NCc1ccccc1)c1cccc(-c2cc(NCC3CN(C[C@@H]4Cc5ccccc5CN4)C3)[nH]n2)c1,7.891094,O=C(NCc1ccccc1)c1cccc(-c2cc(N(CC3CNC3)C(=O)[C@@H]3Cc4ccccc4CN3)[nH]n2)c1,7.658355
